"","NAME","CITY","STATE","ZIP","LAT","LON","HIGHDEG","TYPE","RELIGIOUS","ONLINE","AVGFACSAL","TUIREVSTU","INCOSTSTU","PRGMOFR","OPENADMP","ADM_RATE","TUITIONFEE_IN","TUITIONFEE_OUT","COST","NPT4_PUB","NPT4_PRIV","UGDS","UGDS_MEN","UGDS_WOMEN","UGDS_WHITE","UGDS_BLACK","UGDS_ASIAN","UGDS_HISP","INC_PCT_LO","INC_PCT_M1","INC_PCT_M2","INC_PCT_H1","INC_PCT_H2","FTFTPCTFLOAN","GRAD_DEBT_MDN","LO_INC_DEBT_MDN","MD_INC_DEBT_MDN","HI_INC_DEBT_MDN","MN_EARN_WNE_P6","MN_EARN_WNE_P7","MN_EARN_WNE_P8","MN_EARN_WNE_P9","MN_EARN_WNE_P10","MN_EARN_WNE_INC1_P6","MN_EARN_WNE_INC2_P6","MN_EARN_WNE_INC3_P6","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","CDR3","RPY_1YR_RT","RPY_3YR_RT","RPY_5YR_RT","RPY_7YR_RT"
"339","Lincoln University","Oakland","CA","94612-2801","37.804788","-122.269745",4,2,"NULL","0","5157","6531","2069","NULL","1","NULL","11110","11110","21680","NULL","18310","92","0.4783","0.5217","0.087","0.0761","0.1087","0.0326","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.25","37080","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.029","0.4222222222","0.4651162791","0.4761904762","PrivacySuppressed"
"340","Southern California Seminary","El Cajon","CA","92019-1108","32.799614","-116.905461",4,2,"54","0","4120","9339","4381","NULL","1","NULL","17540","17540","NULL","NULL","NULL","50","0.74","0.26","0.56","0.1","0.02","0.16","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.064","0.4","0.5526315789","0.5","PrivacySuppressed"
"341","La Sierra University","Riverside","CA","92505-8247","33.910704","-117.500054",4,2,"95","0","8000","29673","10694","NULL","2","0.4709","32778","32778","43906","NULL","21442","1666","0.3968","0.6032","0.1224","0.0714","0.1657","0.4826","0.3987473904","0.1565762004","0.1409185804","0.1158663883","0.1878914405","0.6256","27500","21500","19500","15000","43600","42400","49000","49300","54600","45900","41300","43600","50000","52400","62600","0.05","0.463193658","0.5204678363","0.6286681716","0.7082228117"
"342","Loma Linda University","Loma Linda","CA","92350","34.051241","-117.260605",4,2,"95","0","8360","35083","32789","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1052","0.2928","0.7072","0.2728","0.0504","0.2719","0.3213","0.5056910569","0.1170731707","0.1284552846","0.1024390244","0.1463414634","NULL","21000","21530","21010","15000","71200","80100","84200","77100","93600","68500","71400","74700","104900","88100","75900","0.009","0.7552019584","0.8243080626","0.8471563981","0.8709677419"
"343","Long Beach City College","Long Beach","CA","90808-1706","33.833593","-118.135633",2,1,"NULL","0","6944","736","4477","NULL","1","NULL","1174","7750","10438","3802","NULL","22784","0.4437","0.5563","0.131","0.1074","0.0991","0.5984","0.7105234986","0.1769617814","0.0932448346","0.0170217321","0.0022481533","0.0117","8750","7000","5000","4300","26100","28200","30000","31300","33800","25200","28500","35400","32200","38500","42500","0.175","0.2008324662","0.2462006079","0.2602505695","0.3608815427"
"344","Southern California University of Health Sciences","Whittier","CA","90604","33.922966","-117.983401",4,2,"NULL","0","7136","18865","10641","NULL","1","NULL","7000","7000","18020","NULL","16082","112","0.1875","0.8125","0.2232","0.0625","0.1161","0.3839","0.6081081081","PrivacySuppressed","0.1621621622","PrivacySuppressed","PrivacySuppressed","1","15770","12568","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.039","0.3454545455","0.4482758621","0.4523809524","0.4848484848"
"345","Los Angeles Harbor College","Wilmington","CA","90744-2397","33.784201","-118.28186",2,1,"NULL","0","9308","1028","6967","NULL","1","NULL","1220","7746","16949","9753","NULL","7442","0.4143","0.5857","0.0911","0.0855","0.0821","0.6211","0.6835390947","0.2057613169","0.0975308642","PrivacySuppressed","PrivacySuppressed","0.0013","5250","4875","PrivacySuppressed","PrivacySuppressed","30200","32000","35900","33500","38900","29000","PrivacySuppressed","PrivacySuppressed","37300","PrivacySuppressed","PrivacySuppressed","0.076","0.3582089552","0.3962264151","0.4636871508","0.5281690141"
"346","Los Angeles Pierce College","Woodland Hills","CA","91371-0002","34.183949","-118.575071",2,1,"NULL","0","9303","866","6606","NULL","1","NULL","1220","7746","16419","9301","NULL","16508","0.4535","0.5465","0.2089","0.0401","0.0796","0.5036","0.7377224199","0.1583629893","0.0891459075","0.0110320285","0.0037366548","0.0304","11250","10500","7000","5500","29600","31900","35400","37700","41700","28600","PrivacySuppressed","PrivacySuppressed","40900","PrivacySuppressed","PrivacySuppressed","0.132","0.2449596774","0.3279002876","0.363022942","0.4834024896"
"347","Los Angeles Southwest College","Los Angeles","CA","90047-4899","33.929586","-118.304674",2,1,"NULL","0","9113","481","10188","NULL","1","NULL","1220","7746","14239","7208","NULL","4909","0.3035","0.6965","0.0191","0.4084","0.0126","0.427","0.8166115399","0.1238515252","0.0510841602","PrivacySuppressed","PrivacySuppressed","0.0148","10000","8786","PrivacySuppressed","PrivacySuppressed","23300","26600","28200","30700","30000","21600","PrivacySuppressed","PrivacySuppressed","28500","PrivacySuppressed","PrivacySuppressed","0.17","0.1719745223","0.1754385965","0.2763157895","PrivacySuppressed"
"348","Los Angeles Trade Technical College","Los Angeles","CA","90015-4181","34.031907","-118.269447",2,1,"NULL","0","9562","600","9386","NULL","1","NULL","1220","7746","14183","7376","NULL","11532","0.5441","0.4559","0.0369","0.1457","0.0264","0.6762","0.832706351","0.1183890241","0.0442575791","PrivacySuppressed","PrivacySuppressed","0.0177","9750","9000","PrivacySuppressed","PrivacySuppressed","25800","27900","30000","30900","34200","24300","PrivacySuppressed","PrivacySuppressed","32200","PrivacySuppressed","PrivacySuppressed","0.219","0.2394366197","0.291005291","0.2432432432","PrivacySuppressed"
"349","Los Angeles Valley College","Valley Glen","CA","91401-4096","34.175165","-118.421734",2,1,"NULL","0","9402","736","6232","NULL","1","NULL","1220","7746","15576","8622","NULL","15006","0.4334","0.5666","0.2332","0.0395","0.0582","0.5191","0.775340951","0.1478068559","0.0663472171","0.0082934021","0.0022115739","0.0123","9500","9500","5500","4250","30600","31200","33800","35900","37900","29600","PrivacySuppressed","PrivacySuppressed","36400","PrivacySuppressed","PrivacySuppressed","0.102","0.3200531208","0.391908976","0.4340344168","0.564516129"
"350","The Master's University and Seminary","Santa Clarita","CA","91321-1200","34.381755","-118.518193",4,2,"42","0","8258","13486","9356","NULL","2","0.7688","25390","25390","46764","NULL","26645","1185","0.5316","0.4684","0.6439","0.0329","0.0312","0.092","0.2288135593","0.1652542373","0.2118644068","0.1461864407","0.2478813559","0.6125","20926","17500","18028","15313","38600","39000","41300","43900","52100","38500","37900","39200","42200","48600","59000","0.016","0.720703125","0.7686567164","0.8237476809","0.8639053254"
"351","Los Angeles City College","Los Angeles","CA","90029","34.087301","-118.292169",2,1,"NULL","0","8993","844","7671","NULL","1","NULL","1220","7746","12362","5248","NULL","11656","0.436","0.564","0.146","0.0687","0.1013","0.5349","0.8279398359","0.1175934366","0.0483135825","PrivacySuppressed","PrivacySuppressed","0.0387","12820","9966","PrivacySuppressed","PrivacySuppressed","25600","28000","29900","30700","33100","24600","PrivacySuppressed","PrivacySuppressed","31800","PrivacySuppressed","PrivacySuppressed","0.141","0.2677304965","0.3221360896","0.3606557377","0.4417808219"
"352","Los Angeles County College of Nursing and Allied Health","Los Angeles","CA","90033-1084","34.062647","-118.211852",2,1,"NULL","0","11832","3906","29044","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","212","0.2264","0.7736","0.1887","0.0519","0.2877","0.4434","0.6296296296","0.1703703704","0.1111111111","PrivacySuppressed","PrivacySuppressed","NULL","12093","12250","PrivacySuppressed","PrivacySuppressed","69100","81000","88000","82300","84800","65100","PrivacySuppressed","PrivacySuppressed","88900","PrivacySuppressed","PrivacySuppressed","0.023","0.6813186813","0.7184466019","0.7218045113","0.85"
"353","Los Angeles Mission College","Sylmar","CA","91342-3200","34.314668","-118.4195",2,1,"NULL","0","8965","600","4268","NULL","1","NULL","1220","7746","15149","8501","NULL","8496","0.4008","0.5992","0.0873","0.0267","0.0351","0.7708","0.7035139092","0.1870424597","0.0984626647","PrivacySuppressed","PrivacySuppressed","0.0038","9636","9598","PrivacySuppressed","PrivacySuppressed","27700","28000","31400","31800","37000","27700","PrivacySuppressed","PrivacySuppressed","34700","PrivacySuppressed","PrivacySuppressed","0.123","0.3679245283","0.4487951807","0.415","0.4017857143"
"354","Los Medanos College","Pittsburg","CA","94565","38.006474","-121.860967",2,1,"NULL","0","8850","673","6706","NULL","1","NULL","1312","8564","11666","4883","NULL","8577","0.4381","0.5619","0.2468","0.1334","0.1045","0.424","0.6916880264","0.1688026364","0.1171731966","0.018308312","0.0040278286","0.009","7250","7375","PrivacySuppressed","PrivacySuppressed","30300","32900","34100","39200","44000","27800","PrivacySuppressed","PrivacySuppressed","41900","PrivacySuppressed","PrivacySuppressed","0.123","0.404494382","0.4639175258","0.4305555556","0.53125"
"355","Loyola Marymount University","Los Angeles","CA","90045-2659","33.97085","-118.415744",4,2,"30","0","11733","33429","17772","NULL","2","0.4713","48522","48522","64484","NULL","39898","6557","0.4436","0.5564","0.4379","0.0705","0.0956","0.2182","0.2690829215","0.1164195497","0.1279516749","0.1158704009","0.370675453","0.3917","20500","16750","19500","19500","53000","52300","62700","60300","71600","73100","45600","45400","85100","64100","67000","0.018","0.7477777778","0.7843866171","0.8412959912","0.8761061947"
"356","Lu Ross Academy","Ventura","CA","93001-2729","34.278034","-119.293952",1,3,"NULL","0","NULL","11292","3547","4","1","NULL","NULL","NULL","NULL","NULL","12864","199","0.2663","0.7337","0.2462","0.0352","0.0151","0.6683","0.6244541485","0.1593886463","0.1091703057","0.056768559","0.0502183406","0.7444","6333","6001","6333","6333","PrivacySuppressed","NULL","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.058","0.4603174603","0.4751552795","0.5283842795","0.2857142857"
"357","Lyle's College of Beauty","Bakersfield","CA","93301","35.386539","-119.02387",1,3,"NULL","0","NULL","8261","3451","4","1","NULL","NULL","NULL","NULL","NULL","17686","75","0.04","0.96","0.1733","0.1067","0.0133","0.64","NULL","NULL","NULL","NULL","NULL","0.2174","NULL","NULL","NULL","NULL","NULL","15000","NULL","20200","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"358","Lyle's College of  Beauty","Fresno","CA","93710","36.836265","-119.774167",1,3,"NULL","0","NULL","7133","2654","4","1","NULL","NULL","NULL","NULL","NULL","15301","67","0.0896","0.9104","0.2687","0.0746","0.0448","0.5224","0.765060241","0.1204819277","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.8667","8778","7000","PrivacySuppressed","PrivacySuppressed","17700","15000","19500","20200","20000","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.078","0.4074074074","0.4363636364","NULL","NULL"
"359","Lytles Redwood Empire Beauty College Inc","Santa Rosa","CA","95403","38.508385","-122.75777",1,3,"NULL","0","NULL","10363","4872","2","2","1","NULL","NULL","NULL","NULL","16455","110","0.0545","0.9455","0.5727","0","0.0364","0.3182","0.5277777778","0.1527777778","0.1180555556","0.0763888889","0.125","0.7105","7066","6333","6333","6266","26700","18700","30400","20100","29200","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.076","0.6780821918","0.7310344828","0.7045454545","0.6346153846"
"360","MTI Business College Inc","Stockton","CA","95207-4349","38.007885","-121.308445",1,3,"NULL","0","NULL","4784","5063","6","1","NULL","NULL","NULL","NULL","NULL","21368","80","0.075","0.925","0.325","0.1875","0.1875","0.3","0.874015748","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","1","9500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","17800","21900","19800","26800","23300","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","0.1779661017","0.1722689076","0.2857142857","0.1748878924"
"361","MTI College","Sacramento","CA","95841-9817","38.661377","-121.342568",2,3,"NULL","0","3391","11220","3584","22","2","0.7857","NULL","NULL","NULL","NULL","18434","787","0.2084","0.7916","0.4435","0.108","0.0915","0.2808","0.6320855615","0.1422459893","0.1219251337","0.0513368984","0.0524064171","0.7326","8935","7034","8781","9500","28000","30200","32700","41500","34700","25000","33200","28800","29500","40000","43100","0.115","0.4141078838","0.4742436631","0.4686520376","0.4493150685"
"362","College of Marin","Kentfield","CA","94904-2590","37.954897","-122.549149",2,1,"NULL","0","10702","1612","14062","NULL","1","NULL","1492","9712","14464","6975","NULL","4082","0.413","0.587","0.4941","0.0341","0.0784","0.3072","0.7574193548","0.1419354839","0.0735483871","PrivacySuppressed","PrivacySuppressed","0.0074","14813","9950","PrivacySuppressed","PrivacySuppressed","32600","34100","37300","39700","42800","30000","PrivacySuppressed","PrivacySuppressed","40700","PrivacySuppressed","PrivacySuppressed","0.212","0.2159090909","0.2746185853","0.3522123894","0.4516971279"
"363","Marymount California University","Rancho Palos Verdes","CA","90275-6299","33.734887","-118.333371",4,2,"30","0","7738","20966","6432","NULL","1","NULL","36134","36134","51254","NULL","25484","735","0.5088","0.4912","0.219","0.0694","0.049","0.4","0.3853211009","0.1766055046","0.1490825688","0.119266055","0.1697247706","0.4868","22130","15000","13000","13750","34300","30200","36600","33200","42000","31100","PrivacySuppressed","PrivacySuppressed","43500","41000","41700","0.068","0.4323529412","0.4704301075","0.5625","0.6267605634"
"364","Mendocino College","Ukiah","CA","95482","39.188989","-123.228809",2,1,"NULL","0","8389","575","9069","NULL","1","NULL","1423","7783","14230","7029","NULL","3006","0.3836","0.6164","0.5393","0.0206","0.0246","0.333","0.6976942784","0.1793339026","0.09735269","PrivacySuppressed","PrivacySuppressed","0.015","12000","9220","PrivacySuppressed","PrivacySuppressed","27100","25400","30900","26900","31800","25400","PrivacySuppressed","PrivacySuppressed","29500","PrivacySuppressed","PrivacySuppressed","0.228","0.1794871795","0.2335766423","0.3544973545","0.4523809524"
"365","Menlo College","Atherton","CA","94027-4301","37.453475","-122.190797",3,2,"NULL","0","11150","18298","7702","NULL","2","0.4548","42800","42800","57546","NULL","23529","706","0.568","0.432","0.2295","0.0666","0.0765","0.2691","0.3291139241","0.1487341772","0.1518987342","0.1582278481","0.2120253165","0.5592","21500","18750","16750","14952","42500","43300","46300","57000","59700","38200","41300","45800","56300","56800","65000","0.069","0.6026936027","0.6470588235","0.6632302405","0.7198697068"
"366","Merced College","Merced","CA","95348-2898","37.3353","-120.476464",2,1,"NULL","0","8588","648","5118","NULL","1","NULL","1150","6115","15508","8486","NULL","9873","0.4098","0.5902","0.1852","0.0256","0.0844","0.5457","0.6633519282","0.2000970167","0.1229687121","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","23900","25300","28000","29400","31100","23200","PrivacySuppressed","PrivacySuppressed","29300","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL"
"367","Merritt College","Oakland","CA","94619-3196","37.789088","-122.167335",2,1,"NULL","0","9193","1109","4416","NULL","1","NULL","1254","7806","15569","8527","NULL","5942","0.3384","0.6616","0.1671","0.2447","0.1885","0.297","0.7763401109","0.1324707332","0.0770178681","PrivacySuppressed","PrivacySuppressed","0.0279","13375","9500","PrivacySuppressed","PrivacySuppressed","31000","33200","37300","38300","41500","29700","PrivacySuppressed","PrivacySuppressed","39600","PrivacySuppressed","PrivacySuppressed","0.236","0.1861313869","0.2588652482","0.3225806452","0.4244604317"
"368","Mills College","Oakland","CA","94613","37.781425","-122.182294",4,2,"NULL","0","10308","19045","15996","NULL","2","0.8554","30257","30257","63047","NULL","22774","757","0.004","0.996","0.3672","0.1057","0.0925","0.2999","0.4701834862","0.123853211","0.1330275229","0.123853211","0.1490825688","0.6725","25000","22633","18505","17270","40200","37400","46600","46200","49500","39900","39600","41500","46200","46200","56900","0.035","0.5932835821","0.6877192982","0.6959459459","0.7436399217"
"369","MiraCosta College","Oceanside","CA","92056-3899","33.190483","-117.302606",2,1,"NULL","0","11760","1467","6576","NULL","1","NULL","1336","6768","10578","3728","NULL","12960","0.4201","0.5799","0.3938","0.0346","0.063","0.3961","0.6894828336","0.1968709257","0.0947414168","0.0143415906","0.0045632334","0.0137","7662","7500","6032","4751","28400","27500","31800","30400","34300","26400","PrivacySuppressed","PrivacySuppressed","32100","PrivacySuppressed","PrivacySuppressed","0.139","0.4198473282","0.4448398577","0.5057034221","0.5458015267"
